"id"	"name"
"TO:0000741"	"tuber morphology trait"
"TO:0000742"	"subterranean shoot axis tuber morphology trait"
"TO:0000743"	"subterranean shoot axis tuber shape"
"TO:0000744"	"subterranean shoot axis tuber size"
"TO:0000745"	"subterranean shoot axis tuber appearance"
"TO:0000746"	"subterranean shoot axis tuber mass"
"TO:0000747"	"phyllome morphology trait"
"TO:0000748"	"leaf morphology trait"
"TO:0000749"	"cotyledon morphology trait"
"TO:0000750"	"seedling cotyledon color"
"TO:0000751"	"seedling cotyledon number"
"TO:0000752"	"seedling cotyledon size"
"TO:0000753"	"coleoptile morphology trait"
"TO:0000754"	"cardinal organ part morphology trait"
"TO:0000755"	"shoot axis internode morphology trait"
"TO:0000756"	"stem internode morphology trait"
"TO:0000757"	"hypocotyl morphology trait"
"TO:0000758"	"mesocotyl morphology trait"
"TO:0000759"	"seedling hypocotyl color"
"TO:0000760"	"seedling hypocotyl green"
"TO:0000761"	"seedling hypocotyl green with bronze band"
"TO:0000762"	"seedling hypocotyl purple"
"TO:0000763"	"seedling hypocotyl dark purple"
"TO:0000764"	"stalk morphology trait"
"TO:0000765"	"petiole morphology trait"
"TO:0000766"	"petiole length"
"TO:0000767"	"petiole shape"
"TO:0000768"	"petiole size"
"TO:0000769"	"seedling hypocotyl morphology trait"
"TO:0000770"	"bacterial blight disease resistance"
"TO:0000771"	"embryo hypocotyl morphology trait"
"TO:0000772"	"seedling mesocotyl morphology trait"
"TO:0000773"	"embryo mesocotyl morphology trait"
"TO:0000774"	"seedling cotyledon morphology trait"
"TO:0000775"	"plant embryo cotyledon morphology trait"
"TO:0000776"	"peduncle morphology trait"
"TO:0000777"	"peduncle waxiness"
"TO:0000778"	"peduncle type"
"TO:0000779"	"peduncle color"
"TO:0000780"	"peduncle attachment"
"TO:0000781"	"seedling hypocotyl size"
"TO:0000782"	"inflorescence axis morphology trait"
"TO:0000783"	"inflorescence axis size"
"TO:0000784"	"inflorescence branch morphology trait"
"TO:0000785"	"tassel branch morphology trait"
"TO:0000786"	"reproductive shoot system morphology trait"
"TO:0000787"	"inflorescence waxiness"
"TO:0000788"	"tassel inflorescence morphology trait"
"TO:0000789"	"bud morphology trait"
"TO:0000790"	"axillary bud morphology trait"
"TO:0000791"	"axillary bud size"
"TO:0000792"	"axillary bud number"
"TO:0000793"	"axillary bud shape"
"TO:0000794"	"axillary bud prominence"
"TO:0000795"	"tassel inflorescence color"
"TO:0000796"	"tassel inflorescence circumference"
"TO:0000797"	"tassel inflorescence height"
"TO:0000798"	"tassel inflorescence length"
"TO:0000799"	"tassel inflorescence diameter"
"TO:0000800"	"inflorescence density"
"TO:0000801"	"inflorescence depth"
"TO:0000802"	"inflorescence diameter"
"TO:0000803"	"inflorescence weight"
"TO:0000804"	"inflorescence width"
"TO:0000805"	"inflorescence texture"
"TO:0000806"	"inflorescence presence"
"TO:0000807"	"pseudostem morphology trait"
"TO:0000808"	"pseudostem length"
"TO:0000809"	"pseudostem shape"
"TO:0000810"	"pseudostem color"
"TO:0000811"	"pseudostem diameter"
"TO:0000812"	"tassel branch dry weight"
"TO:0000813"	"tassel branch number"
"TO:0000814"	"tassel inflorescence type"
"TO:0000815"	"bract morphology trait"
"TO:0000816"	"inflorescence bract morphology trait"
"TO:0000817"	"inflorescence bract length"
"TO:0000818"	"inflorescence bract cover"
"TO:0000819"	"inflorescence bract color"
"TO:0000820"	"leaf vein morphology trait"
"TO:0000821"	"leaf vein size"
"TO:0000822"	"leaf midvein morphology trait"
"TO:0000823"	"leaf midvein thickness"
"TO:0000824"	"leaf attitude"
"TO:0000825"	"leaf flexibility"
"TO:0000826"	"leaf volume"
"TO:0000827"	"leaf lamina area"
"TO:0000828"	"leaf cover"
"TO:0000829"	"leaf lamina morphology trait"
"TO:0000830"	"leaf lamina margin morphology trait"
"TO:0000831"	"adult leaf morphology trait"
"TO:0000832"	"flag leaf morphology trait"
"TO:0000833"	"organ margin morphology trait"
"TO:0000834"	"phyllome margin morphology trait"
"TO:0000835"	"leaf sheath morphology trait"
"TO:0000836"	"multi-tissue plant structure morphology trait"
"TO:0000837"	"cardinal part of a multi-tissue plant structure morphology trait"
"TO:0000838"	"seed coat morphology trait"
"TO:0000839"	"plant structure morphology trait"
"TO:0000840"	"collective plant structure morphology trait"
"TO:0000841"	"collective organ part structure morphology trait"
"TO:0000842"	"collective plant organ structure morphology trait"
"TO:0000843"	"portion of plant tissue morphology trait"
"TO:0000844"	"in vitro plant structure morphology trait"
"TO:0000845"	"collective phyllome structure morphology trait"
"TO:0000846"	"inflorescence primary branch morphology trait"
"TO:0000847"	"panicle inflorescence morphology trait"
"TO:0000848"	"fruit diameter"
"TO:0000849"	"fruit attachment"
"TO:0000850"	"fruit type"
"TO:0000851"	"fruit hairiness"
"TO:0000852"	"fruit set trait"
"TO:0000853"	"spikelet floret shape"
"TO:0000854"	"spikelet floret size"
"TO:0000855"	"spikelet floret diameter"
"TO:0000856"	"lodicule length"
"TO:0000857"	"lodicule type"
"TO:0000858"	"flower diameter"
"TO:0000859"	"flower shape"
"TO:0000860"	"flower length"
"TO:0000861"	"flower abscission zone morphology trait"
"TO:0000862"	"floral organ morphology trait"
"TO:0000863"	"petal morphology trait"
"TO:0000864"	"sepal morphology trait"
"TO:0000865"	"tepal morphology trait"
"TO:0000866"	"sporophyll morphology trait"
"TO:0000867"	"megasporophyll morphology trait"
"TO:0000868"	"microsporophyll morphology trait"
"TO:0000869"	"glume morphology trait"
"TO:0000870"	"leaf yield trait"
"TO:0000871"	"fruit yield trait"
"TO:0000872"	"leaf erect"
"TO:0000873"	"leaf prostrate"
"TO:0000874"	"leaf penduloum"
"TO:0000875"	"leaf lamina splitting"
"TO:0000876"	"spine leaf morphology trait"
"TO:0000877"	"spine leaf size"
"TO:0000878"	"spine leaf color"
"TO:0000879"	"stem hairiness"
"TO:0000880"	"seed coat length"
"TO:0000881"	"flower type"
"TO:0000882"	"cleistogamus flower"
"TO:0000883"	"chasmogamous flower"
"TO:0000884"	"petiolule morphology trait"
"TO:0000885"	"petiolule color"
"TO:0000886"	"petiolule shape"
"TO:0000887"	"petiolule length"
"TO:0000888"	"seed coat luster"
"TO:0000889"	"seed coat hardness"
"TO:0000890"	"seed coat proportion"
"TO:0000891"	"leaf wet weight"
"TO:0000892"	"stem size"
"TO:0000893"	"stem shape"
"TO:0000894"	"fruit number trait"
"TO:0000895"	"fruit harvest index"
"TO:0000896"	"leaf harvest index"
"TO:0000897"	"seed harvest index"
"TO:0000898"	"root nodule morphology trait"
"TO:0000899"	"root nodule weight"
"TO:0000900"	"root nodule number"
"TO:0000901"	"dry fruit color"
"TO:0000902"	"seed coat pigment bleeding"
"TO:0000903"	"seed coat texture"
"TO:0000904"	"seed coat pattern"
"TO:0000905"	"seed yield trait"
"TO:0000906"	"exocarp morphology trait"
"TO:0000907"	"exocarp thickness"
"TO:0000908"	"fruit hollowness"
"TO:0000909"	"fruit color uniformity"
"TO:0000910"	"fruit bitterness trait"
"TO:0000911"	"trichome morphology trait"
"TO:0000912"	"trichome appressed"
"TO:0000913"	"trichome acircular"
"TO:0000914"	"trichome canescent"
"TO:0000915"	"trichome capillary"
"TO:0000916"	"trichome clavate"
"TO:0000917"	"trichome ensiform"
"TO:0000918"	"trichome hirsute"
"TO:0000919"	"grain weight"
"TO:0000920"	"infructescence morphology trait"
"TO:0000921"	"infructescence axis morphology trait"
"TO:0000922"	"cob weight"
"TO:0000923"	"ear weight"
"TO:0000924"	"cob color"
"TO:0000925"	"non-vascular leaf morphology trait"
"TO:0000926"	"multi-tissue plant structure growth and development trait"
"TO:0000927"	"plant organ growth and development trait"
"TO:0000928"	"plant structure growth and development trait"
"TO:0000929"	"fruit growth and development trait"
"TO:0000930"	"seed shattering"
"TO:0000931"	"seed quality trait"
"TO:0000932"	"mannose content"
"TO:0000933"	"plant phenological trait"
"TO:0000934"	"photoperiod-sensitive flowering time trait"
"TO:0000935"	"kernel weight per ear"
"TO:0000936"	"infructescence yield trait"
"TO:0000937"	"kernel number per ear"
"TO:0000938"	"kernel number per row"
"TO:0000939"	"tassel spike length"
"TO:0000940"	"tassel branch zone length"
"TO:0000941"	"rank number per ear"
"TO:0000942"	"aleurone layer morphology trait"
"TO:0000943"	"aleurone layer color"
"TO:0000944"	"aleurone layer appearance"
"TO:0000945"	"pericarp morphology trait"
"TO:0000946"	"endocarp morphology trait"
"TO:0000947"	"whole plant growth and development trait"
"TO:0000948"	"mesocarp morphology trait"
"TO:0000949"	"seedling growth and development trait"
"TO:0000950"	"corolla morphology trait"
"TO:0000951"	"corolla color"
"TO:0000952"	"stem weight"
"TO:0000953"	"stem number"
"TO:0000954"	"spikelet rachilla morphology trait"
"TO:0000955"	"cyanide content"
"TO:0000958"	"cob shape"
"TO:0000959"	"cob length"
"TO:0000960"	"cob width"
"TO:0000961"	"cob area"
"TO:0000962"	"cob angle"
"TO:0000963"	"ear color"
"TO:0000964"	"ear shape"
"TO:0000965"	"ear aspect"
"TO:0000966"	"ear infructescence position ratio"
"TO:0000967"	"hilum morphology trait"
"TO:0000968"	"hilum color"
"TO:0000969"	"ear inflorescence morphology trait"
"TO:0000970"	"panicle density"
"TO:0000971"	"inflorescence hairiness"
"TO:0000972"	"spikelet rachilla length"
"TO:0000973"	"spikelet rachilla shape"
"TO:0000974"	"spikelet rachilla hair type"
"TO:0000975"	"grain width"
"TO:0000976"	"ear infructescence morphology trait"
"TO:0000977"	"leaf foliage rating"
"TO:0000978"	"glume shape"
"TO:0000979"	"involucre morphology trait"
"TO:0000980"	"plant embryo cotyledon color"
"TO:0000985"	"root system morphology trait"
"TO:0000986"	"staminate flower number trait"
"TO:0000987"	"pistillate flower number trait"
"TO:0000988"	"shoot-borne shoot system morphology trait"
"TO:0000989"	"epicormic shoot system morphology trait"
"TO:0000990"	"seed hardness"
"TO:0000991"	"epicormic shoot system number"
"TO:0000992"	"gibberellin biosynthesis trait"
"TO:0000993"	"cellulose content"
"TO:0000994"	"androecium morphology trait"
"TO:0000995"	"aluminum content trait"
"TO:0000996"	"flag leaf area"
"TO:0000997"	"polished grain length"
"TO:0000998"	"polished grain width"
"TO:0000999"	"polished grain length to width ratio"
"TO:0001000"	"glume cover"
"TO:0001001"	"glume persistence"
"TO:0001002"	"inflorescence exsertion"
"TO:0001003"	"plant height uniformity"
"TO:0001004"	"basal tiller number"
"TO:0001005"	"basal tiller length"
"TO:0001006"	"adventitious root number"
"TO:0001007"	"coleoptile length"
"TO:0001008"	"days to flag leaf emergence"
"TO:0001009"	"deep root number"
"TO:0001010"	"senesced leaf number"
"TO:0001011"	"deep root weight ratio"
"TO:0001012"	"lateral root length"
"TO:0001013"	"lateral root number"
"TO:0001014"	"leaf dry weight"
"TO:0001015"	"photosynthetic rate"
"TO:0001016"	"relative chlorophyll content"
"TO:0001017"	"water use efficiency"
"TO:0001018"	"transpiration rate"
"TO:0001019"	"root to total biomass ratio"
"TO:0001020"	"exudate sap volume"
"TO:0001021"	"days to inflorescence exsertion"
"TO:0001022"	"days to tassel emergence"
"TO:0001023"	"days to ear shoot emergence"
"TO:0001024"	"phosphorus content"
"TO:0001025"	"leaf phosphorus content"
"TO:0001026"	"respiration rate"
"TO:0001027"	"net photosynthetic rate"
"TO:0001028"	"osmotic adjustment break point"
"TO:0001029"	"relative harvest index"
"TO:0001030"	"relative leaf area"
"TO:0001031"	"relative leaf dry weight"
"TO:0001032"	"relative panicle number"
"TO:0001033"	"relative spikelet number"
"TO:0001034"	"relative plant height"
"TO:0001035"	"stem width"
"TO:0001036"	"stem senescence"
"TO:0001041"	"root yield"
"TO:0001042"	"root quality trait"
"TO:0001043"	"barium content trait"
"TO:0001044"	"cobalt content trait"
"TO:0001045"	"chromium content trait"
"TO:0001046"	"iodine content trait"
"TO:0001047"	"lead content trait"
"TO:0001048"	"silicon content trait"
"TO:0001049"	"rubidium content trait"
"TO:0001050"	"strontium content trait"
"TO:0001051"	"root hair density"
"TO:0001052"	"root cortex cross-sectional area"
"TO:0001053"	"subterranean shoot axis tuber length"
"TO:0001054"	"root stele cross-sectional area"
"TO:0001055"	"root aerenchyma cross-sectional area"
"TO:0001056"	"root cross sectional area"
"TO:0001057"	"root system width"
"TO:0001058"	"root system depth"
"TO:0001059"	"root system width to depth ratio"
"TO:0001060"	"subterranean shoot axis tuber width"
"TO:0001061"	"inflorescence axis thickness"
"TO:0001062"	"number of panicle internodes"
"TO:0001063"	"panicle inflorescence internode length"
"TO:0001064"	"number of panicle inflorescence branches per internode"
"TO:0001065"	"panicle inflorescence terminal primary branch length"
"TO:0001066"	"number of metaxylem vessels"
"TO:0001067"	"days to booting"
"TO:0001068"	"processing quality trait"
"TO:0001069"	"cooking quality trait"
"TO:0001070"	"brewing quality trait"
"TO:0001071"	"shoot axis tuber yield"
"TO:0001072"	"inflorescence axis length"
"TO:0001073"	"fruit shattering"
"TO:0001074"	"legume fruit shattering"
"TO:0001075"	"pulvinus size"
"TO:0001076"	"infructescence development trait"
"TO:0001077"	"berry fruit morphology trait"
"TO:0001078"	"capsule fruit morphology trait"
"TO:0001079"	"caryopsis fruit morphology trait"
"TO:0001080"	"drupe fruit morphology trait"
"TO:0001081"	"follicle fruit morphology trait"
"TO:0001082"	"legume fruit morphology trait"
"TO:0001083"	"nut fruit morphology trait"
"TO:0001084"	"samara fruit morphology trait"
"TO:0001085"	"schizocarp fruit morphology trait"
"TO:0001086"	"silique fruit morphology trait"
"TO:0001087"	"achene fruit weight"
"TO:0001088"	"berry fruit weight"
"TO:0001089"	"capsule fruit weight"
"TO:0001090"	"drupe fruit weight"
"TO:0001091"	"follicle fruit weight"
"TO:0001092"	"legume fruit weight"
"TO:0001093"	"nut fruit weight"
"TO:0001094"	"samara fruit weight"
"TO:0001095"	"schizocarp fruit weight"
"TO:0001096"	"silique fruit weight"
"TO:0001097"	"achene fruit morphology trait"
"TO:0001098"	"pepo fruit morphology trait"
"TO:0001099"	"pome fruit morphology trait"
"TO:0001100"	"circumscissile capsule fruit morphology trait"
"TO:0001101"	"utricle capsule fruit morphology trait"
"TO:0001102"	"coccarium capsule fruit morphology trait"
"TO:0001103"	"loculicidal capsule fruit morphology trait"
"TO:0001104"	"poricidal capsule fruit morphology trait"
"TO:0001105"	"septicidal capsule fruit morphology trait"
"TO:0001106"	"loment fruit morphology trait"
"TO:0001107"	"hesperidium fruit morphology trait"
"TO:0001108"	"grain volume"
"TO:0001109"	"grain color trait"
"TO:0001110"	"spike inflorescence morphology trait"
"TO:0001111"	"Heterodera glycines response"
"TO:0002600"	"floral organ size"
"TO:0002601"	"stamen size"
"TO:0002602"	"pistil size"
"TO:0002603"	"petal size"
"TO:0002604"	"sepal size"
"TO:0002605"	"petal length"
"TO:0002606"	"petal width"
"TO:0002607"	"sepal length"
"TO:0002608"	"sepal width"
"TO:0002609"	"stamen length"
"TO:0002610"	"pistil length"
"TO:0002611"	"homeotic development trait"
"TO:0002612"	"vegetative homeotic development trait"
"TO:0002613"	"reproductive homeotic development trait"
"TO:0002614"	"floral organ length"
"TO:0002615"	"floral organ width"
"TO:0002616"	"flowering time trait"
"TO:0002617"	"fruit color"
"TO:0002618"	"endocarp color"
"TO:0002619"	"mesocarp color"
"TO:0002620"	"exocarp color"
"TO:0002621"	"fruit columella color"
"TO:0002622"	"locular tissue trait"
"TO:0002623"	"pericarp texture"
"TO:0002624"	"exocarp texture"
"TO:0002625"	"fruit size"
"TO:0002626"	"fruit length"
"TO:0002627"	"fruit width"
"TO:0002628"	"fruit shape"
"TO:0002629"	"fruit morphology trait"
"TO:0002630"	"fruit distal end shape"
"TO:0002631"	"fruit proximal end shape"
"TO:0002632"	"fruit abscission zone size"
"TO:0002633"	"fruit ripening trait"
"TO:0002634"	"fruit firmness"
"TO:0002635"	"leaf margin morphology trait"
"TO:0002636"	"leaflet number"
"TO:0002637"	"leaf size"
"TO:0002638"	"shoot meristem development"
"TO:0002639"	"shoot branching"
"TO:0002640"	"obsoleted fruit set trait"
"TO:0002641"	"acid detergent fiber"
"TO:0002642"	"dietary fiber related trait"
"TO:0002643"	"carbon isotope discrimination"
"TO:0002644"	"dry matter digestibility"
"TO:0002645"	"malt tenderness"
"TO:0002646"	"flour particle size"
"TO:0002647"	"starch digestibility"
"TO:0002648"	"water absorption by seed"
"TO:0002649"	"pesticide sensitivity"
"TO:0002650"	"phototropism response trait"
"TO:0002651"	"shoot axis phototropism response trait"
"TO:0002652"	"root phototropism response trait"
"TO:0002653"	"endosperm storage protein content"
"TO:0002654"	"pyruvate orthophosphate dikinase activity trait"
"TO:0002655"	"starch grain size"
"TO:0002656"	"starch grain shape"
"TO:0002657"	"oxidative stress"
"TO:0002658"	"starch grain synthesis"
"TO:0002659"	"pistil number"
"TO:0002660"	"cytokinin content"
"TO:0002661"	"seed maturation"
"TO:0002662"	"leaf rolling tolerance"
"TO:0002663"	"leaf necrosis tolerance"
"TO:0002664"	"leaf yellowing tolerance"
"TO:0002665"	"root hair length"
"TO:0002666"	"seed phosphorus content"
"TO:0002667"	"abscisic acid content"
"TO:0002668"	"jasmonic acid content"
"TO:0002669"	"diterpenoid phytoalexin content"
"TO:0002670"	"momilactone A content"
"TO:0002671"	"momilactone B content"
"TO:0002672"	"auxin content"
"TO:0002673"	"amino acid content"
"TO:0002674"	"tryptophan content"
"TO:0002675"	"gibberellic acid content"
"TO:0002676"	"brassinosteroid content"
"TO:0002677"	"brassinosteroid sensitivity"
"TO:0002678"	"panicleless"
"TO:0002679"	"inflorescenceless"
"TO:0002680"	"albumin content"
"TO:0002681"	"leaf curling"
"TO:0002682"	"plant cell shape"
"TO:0002683"	"plant cell morphology trait"
"TO:0002684"	"plant cell size"
"TO:0002685"	"crown root number"
"TO:0002686"	"cell growth and development trait"
"TO:0002687"	"cell elongation trait"
"TO:0002688"	"leaf lamina joint bending"
"TO:0002689"	"leaf sheath length"
"TO:0002690"	"leaf lamina length"
"TO:0002691"	"peduncle length"
"TO:0002692"	"root meristem development"
"TO:0002693"	"gravity response trait"
"TO:0002694"	"fruit flavor trait"
"TO:0002695"	"beta-carotene content"
"TO:0002696"	"alpha carotene content"
"TO:0002697"	"cyclic carotene content"
"TO:0002698"	"acyclic carotene content"
"TO:0002699"	"lycopene content"
"TO:0002700"	"pungency"
"TO:0002701"	"lutein content"
"TO:0002702"	"cercospora leaf spot resistance"
"TO:0002703"	"protist disease resistance"
"TO:0002704"	"Meloidogyne incognita resistance"
"TO:0002705"	"cucurbit downy mildew resistance"
"TO:0002706"	"Meloidogyne javanica resistance"
"TO:0002707"	"petiole color"
"TO:0002708"	"xylem color"
"TO:0002709"	"phloem color"
"TO:0002710"	"root shape"
"TO:0002712"	"stay green trait"
"TO:0002713"	"cell organelle morphology trait"
"TO:0002714"	"plastid development trait"
"TO:0002715"	"chloroplast development trait"
"TO:0002716"	"leaf sheath auricle pubescence"
"TO:0002717"	"leaf sheath auricle morphology trait"
"TO:0002718"	"awn morphology trait"
"TO:0002719"	"awn thickness"
"TO:0002720"	"leaf lamina width"
"TO:0002721"	"leaf sheath width"
"TO:0002722"	"leaf pubescence"
"TO:0002723"	"leaf lamina margin pubescence"
"TO:0002724"	"leaf sheath color"
"TO:0002725"	"life cycle habit"
"TO:0002726"	"sterile lemma shape"
"TO:0002727"	"sterile lemma width"
"TO:0002728"	"fruit quality trait"
"TO:0002729"	"fruit senescing quality trait"
"TO:0002730"	"grain shape"
"TO:0002731"	"grain length to width ratio"
"TO:0002732"	"flag leaf angle: early stage"
"TO:0002733"	"flag leaf angle: late stage"
"TO:0002734"	"awn presence"
"TO:0002735"	"straighthead"
"TO:0002736"	"flower number trait"
"TO:0002737"	"floret number per branch"
"TO:0002738"	"floret number per inflorescence"
"TO:0002739"	"fruit surface area"
"TO:0002741"	"grain surface area"
"TO:0002742"	"fruit volume"
"TO:0002743"	"dehulled grain volume"
"TO:0002744"	"fruit curved length"
"TO:0002745"	"grain curved length"
"TO:0002746"	"fruit weight"
"TO:0002747"	"10-dehulled grain weight"
"TO:0002748"	"ligule morphology trait"
"TO:0002749"	"ligule pubescence"
"TO:0002750"	"ligule margin pubescence"
"TO:0002751"	"inflorescence branch arrangement"
"TO:0002753"	"arrangement of inflorescence primary branch"
"TO:0002754"	"inflorescence axis texture"
"TO:0002755"	"cell organelle development trait"
"TO:0002756"	"shoot growth angle"
"TO:0002757"	"flag leaf length"
"TO:0002758"	"flag leaf lamina width"
"TO:0002759"	"grain number"
"TO:0002761"	"length of grain with hull"
"TO:0002762"	"hulled grain width"
"TO:0002763"	"curved length of grain with hull"
"TO:0002764"	"surface area of grain with hull"
"TO:0002765"	"hulled grain volume"
"TO:0002766"	"ligule margin shape"
"TO:0002767"	"rhizome formation"
"TO:0002768"	"spikelet length"
"TO:0005001"	"linoleic acid content"
"TO:0005002"	"oleic acid content"
"TO:0005003"	"stearic acid content"
"TO:0005004"	"omega-3 fatty acid content"
"TO:0005005"	"alpha-linolenic acid content"
"TO:0005006"	"glyphosate sensitivity"
"TO:0005007"	"glufosinate sensitivity"
"TO:0005008"	"acetolactate synthase inhibitor sensitivity"
"TO:0005009"	"European corn borer resistance"
"TO:0005010"	"rootworm resistance"
"TO:0006001"	"salt tolerance"
"TO:0006002"	"proline content"
"TO:0006003"	"oligosaccharide content"
"TO:0006004"	"raffinose content"
"TO:0006005"	"fructose content"
"TO:0006006"	"monosaccharide content"
"TO:0006007"	"polysaccharide content"
"TO:0006008"	"carbohydrate derivative content"
"TO:0006009"	"lodicule morphology trait"
"TO:0006010"	"lodicule number"
"TO:0006011"	"lodicule shape"
"TO:0006012"	"carpel morphology trait"
"TO:0006013"	"carpel number"
"TO:0006014"	"phyllotaxy"
"TO:0006015"	"plant tissue development trait"
"TO:0006016"	"meristem tissue development trait"
"TO:0006017"	"meristem identity"
"TO:0006018"	"organ identity"
"TO:0006019"	"floral organ identity"
"TO:0006020"	"shoot apical meristem development"
"TO:0006021"	"vegetative to reproductive phase transition trait"
"TO:0006022"	"floral organ development trait"
"TO:0006023"	"lodicule development trait"
"TO:0006024"	"ectopic lodicule development"
"TO:0006025"	"flower bract development trait"
"TO:0006026"	"flower bract number"
"TO:0006027"	"inflorescence bract development trait"
"TO:0006028"	"inflorescence bract number"
"TO:0006029"	"glume number"
"TO:0006030"	"spikelet meristem identity"
"TO:0006031"	"inflorescence size"
"TO:0006032"	"panicle inflorescence size"
"TO:0006033"	"floret number per spikelet"
"TO:0006034"	"tertiary branch number"
"TO:0006035"	"tertiary branching of inflorescence"
"TO:0006036"	"stem elongation"
"TO:0006037"	"carpel shape"
"TO:0006038"	"floral organ number"
"TO:0006039"	"petal number"
"TO:0006040"	"sepal number"
"TO:0006041"	"tepal number"
"TO:0006042"	"lithium content"
"TO:0006043"	"boron content"
"TO:0006044"	"magnesium content"
"TO:0006045"	"phosphorus concentration"
"TO:0006046"	"sulfur content"
"TO:0006047"	"calcium content trait"
"TO:0006048"	"manganese concentration"
"TO:0006049"	"iron concentration"
"TO:0006050"	"cobalt concentration"
"TO:0006051"	"nickel content"
"TO:0006052"	"copper concentration"
"TO:0006053"	"zinc concentration"
"TO:0006054"	"arsenic content trait"
"TO:0006055"	"selenium content"
"TO:0006056"	"molybdenum content"
"TO:0006057"	"cuperous ion concentration"
"TO:0006058"	"cuperic ion concentration"
"TO:0006059"	"cadmium content trait"
"TO:0006060"	"leaf chlorosis"
"TO:0006061"	"days to germinate"
"TO:0006062"	"plant width"
"TO:0006063"	"leaf margin serrated"
"TO:0006064"	"rolled leaf"
"TO:0006065"	"seedling hypocotyl length"
"TO:0006066"	"leaf trichome density"
"TO:0006067"	"aphid resistance"
"TO:0006068"	"germinability in dark"
"TO:0006069"	"DSDS50"
"TO:0010001"	"percent germination"
"TO:0011001"	"leaf lamina color distribution"
"TO:0011002"	"inflorescence primary branch attitude"
"TO:0011003"	"inflorescence axis color"
"TO:0011004"	"inflorescence branch color"
"TO:0011005"	"penultimate leaf length"
"TO:0011006"	"penultimate leaf lamina width"
"TO:0011007"	"awn width"
"TO:0011008"	"stigma length"
"TO:0011009"	"style length"
"TO:0011010"	"internode color in proxomity to colored node"
"TO:0012001"	"leaf area index"
"TO:0012002"	"leaf chlorophyll content"
"TO:0012003"	"chlorophyll content in an extract"
"TO:0012004"	"quantum yield"
"TO:0012005"	"chlorophyll fluorescence induction kinetics"
"TO:0012006"	"fluorescence related trait"
"TO:0012007"	"quantum yield determined by the light curve"
"TO:0012008"	"quantum yield at a given wavelength"
"TO:0012009"	"continuous fluorescence yield"
"TO:0012010"	"leaf area duration"
"TO:0012011"	"leaf senescence rate"
"TO:0012012"	"leaf senescence duration"
"TO:0020001"	"panicle inflorescence compactness"
"TO:0020002"	"grain weight to panicle weight ratio"
"TO:0020003"	"shoot system potassium content"
"TO:0020004"	"shoot system sodium content"
"TO:0020005"	"sorghum stem borer resistance"
"TO:0020006"	"chickpea pod borer"
"TO:0020007"	"sorghum shoot fly resistance"
"TO:0020008"	"sorghum grain mold"
"TO:0020009"	"sorghum rust resistance"
"TO:0020010"	"sorghum downy mildew resistance"
"TO:0020011"	"chickpea botrytis grey mold resistance"
"TO:0020012"	"chickpea fusarium wild resistance"
"TO:0020013"	"chickpea colleotrichum blight resistance"
"TO:0020014"	"chickpea ascochyta blight resistance"
"TO:0020015"	"sorghum leaf blight resistance"
"TO:0020016"	"seed texture"
"TO:0020017"	"seed coat spotted"
"TO:0020018"	"tertiary shoot branch number"
"TO:0020019"	"secondary shoot branch number"
"TO:0020020"	"primary shoot branch number"
"TO:0020021"	"basal axillary tertiary branch number"
"TO:0020022"	"basal axillary secondary branch number"
"TO:0020023"	"basal axillary primary branch number"
"TO:0020024"	"basal axillary branch number"
"TO:0020025"	"apical axillary tertiary branch number"
"TO:0020026"	"apical axillary secondary branch number"
"TO:0020027"	"apical axillary primary branch number"
"TO:0020028"	"apical axillary branch number"
"TO:0020029"	"leaf lamina pubscence length"
"TO:0020030"	"leaf lamina pubescence density"
"TO:0020031"	"leaf lamina margin pubescence length"
"TO:0020032"	"leaf lamina margin pubescence density"
"TO:0020033"	"glume length"
"TO:0020034"	"glume width"
"TO:0020035"	"glume pubescence density"
"TO:0020036"	"glume pubescence"
"TO:0020037"	"glume pubescence length"
"TO:0020038"	"glume waxiness"
"TO:0020051"	"barley leaf scald disease resistance"
"TO:0020052"	"barley spot blotch disease resistance"
"TO:0020053"	"wheat spot blotch disease resistance"
"TO:0020054"	"barley stripe rust disease resistance"
"TO:0020055"	"wheat stripe rust disease resistance"
"TO:0020056"	"barley leaf rust disease resistance"
"TO:0020057"	"wheat leaf rust disease resistance"
"TO:0020058"	"barley common root rot resistance"
"TO:0020059"	"wheat common root rot resistance"
"TO:0020060"	"barley powdery mildew disease resistance"
"TO:0020061"	"wheat powdery mildew disease resistance"
"TO:0020062"	"barley net form net blotch disease resistance"
"TO:0020063"	"barley spot form net blotch disease resistance"
"TO:0020064"	"barley septoria disease resistance"
"TO:0020065"	"wheat septoria leaf blotch disease resistance"
"TO:0020066"	"barley leaf streak resistance"
"TO:0020067"	"barley yellow dwarf virus disease resistance"
"TO:0020068"	"beta-glucan content"
"TO:0020069"	"spike exsertion"
"TO:0020070"	"beta-glucanase activity trait"
"TO:0020071"	"beta-glucanase thermostability"
"TO:0020072"	"residual beta-glucanase activity trait"
"TO:0020073"	"barley wort protein concentration"
"TO:0020074"	"barley wort color"
"TO:0020075"	"barley malt protein"
"TO:0020076"	"phenolic compound content"
"TO:0020077"	"head drop"
"TO:0020078"	"zeaxanthin content"
"TO:0020079"	"beta-cryptoxanthin content"
"TO:0020080"	"stover organic matter digestibility"
"TO:0020081"	"metabolized energy of stover"
"TO:0020082"	"stover nitrogen content"
"TO:0020083"	"stem diameter"
